create,cat,sub-cat,urgency,impact,assign,cmt-resolve,resolve,cmt-close
1335,63,662,-1,-1,8818,231,222,578
"<p style=""background-color:yellow;"">1609</p>","<p style=""background-color:yellow;"">74</p>","<p style=""background-color:yellow;"">851</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">12009</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">115</p>","<p style=""background-color:yellow;"">3692</p>"
1368,35,630,52,1271,11418,-1,220,548
2036,61,615,64,1015,11878,236,300,469
1589,63,905,55,1372,13391,257,289,3376
1406,82,816,55,1545,5882,-1,226,486
1211,50,631,65,1201,10596,-1,213,501
1601,60,696,-1,-1,11626,-1,222,508
1539,45,658,-1,-1,10010,220,243,416
1613,64,834,56,1360,9409,-1,257,420
1407,-1,-1,68,1505,9948,261,280,514
1175,-1,-1,56,1734,9219,236,204,451
1242,-1,-1,65,1280,9769,243,261,408
1150,-1,-1,67,1190,9263,276,208,583
1407,-1,-1,59,991,8055,-1,164,-1
1470,45,837,68,1184,10337,271,232,-1
1407,58,561,54,1488,12435,-1,206,476
1203,-1,-1,58,1942,9494,244,262,-1
13284,62,801,57,1303,13681,214,234,506
1290,74,712,-1,-1,7729,236,195,497
1228,47,907,66,1392,6986,229,212,497
1511,90,960,59,1497,9938,294,290,367
1678,-1,-1,52,1430,8595,233,227,-1
1789,60,953,-1,-1,10465,252,177,457
"<p style=""background-color:yellow;"">1484</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">62</p>","<p style=""background-color:yellow;"">1369</p>","<p style=""background-color:yellow;"">9782</p>","<p style=""background-color:yellow;"">195</p>","<p style=""background-color:yellow;"">265</p>","<p style=""background-color:yellow;"">4160</p>"
1244,5,625,65,1236,12033,-1,300,396
1385,72,856,-1,-1,8557,-1,261,471
1537,-1,-1,-1,-1,8946,203,281,443
1292,82,280,-1,-1,8781,238,277,-1
1630,72,623,57,1411,11432,-1,93,-1
1635,47,835,51,1306,6578,227,242,503
1344,75,586,51,1456,10420,171,111,512
1527,59,400,-1,-1,13666,305,285,488
"<p style=""background-color:yellow;"">1450</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">53</p>","<p style=""background-color:yellow;"">1177</p>","<p style=""background-color:yellow;"">101516</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">104</p>","<p style=""background-color:yellow;"">382</p>"
1295,57,656,67,1348,12530,196,303,-1
1169,65,686,62,1261,10301,-1,162,509
"<p style=""background-color:yellow;"">1771</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">12103</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">124</p>","<p style=""background-color:yellow;"">507</p>"
1446,-1,-1,58,1492,10574,267,136,441
1570,-1,-1,63,1751,6437,261,191,508
"<p style=""background-color:yellow;"">1315</p>","<p style=""background-color:yellow;"">71</p>","<p style=""background-color:yellow;"">813</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">85689</p>","<p style=""background-color:yellow;"">208</p>","<p style=""background-color:yellow;"">205</p>","<p style=""background-color:yellow;"">-1</p>"
1574,-1,-1,62,1305,10178,273,282,487
1381,-1,-1,-1,-1,13825,220,320,428
"<p style=""background-color:yellow;"">1073</p>","<p style=""background-color:yellow;"">73</p>","<p style=""background-color:yellow;"">521</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">5011</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">285</p>","<p style=""background-color:yellow;"">-1</p>"
1269,45,935,61,1480,17735,216,311,513
1433,44,716,53,994,8970,-1,349,481
1305,-1,-1,-1,-1,9376,289,226,-1
1809,65,1021,59,1728,11086,-1,326,514
1370,-1,-1,58,1574,10124,-1,205,519
1644,67,480,58,1208,9047,245,278,578
1139,89,412,66,1683,9847,286,207,529
1379,60,771,-1,-1,13976,-1,182,-1
1611,-1,-1,-1,-1,14002,224,224,448
1335,66,815,64,1378,10849,-1,259,404
1491,73,1270,64,1082,9943,-1,317,-1
1536,69,493,62,1180,10750,236,281,513
1633,-1,-1,67,1346,13415,-1,183,502
1236,66,737,-1,-1,75763,231,225,456
"<p style=""background-color:yellow;"">1117</p>","<p style=""background-color:yellow;"">90</p>","<p style=""background-color:yellow;"">711</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">14385</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">194</p>","<p style=""background-color:yellow;"">485</p>"
1101,89,813,47,1392,16536,264,311,-1
1489,66,770,58,6587,13558,230,280,569
1582,64,878,56,1418,13478,322,220,-1
1389,57,1068,60,1642,10543,228,292,440
1029,-1,-1,67,1631,11235,-1,289,-1
4586,-1,-1,53,1219,6264,236,278,507
1052,72,591,60,1832,6510,212,308,429
1548,53,901,-1,-1,10135,242,120,525
1635,71,646,63,1778,12678,216,260,433
1398,70,642,54,1872,10916,-1,187,491
1697,79,973,57,1399,10337,260,310,466
1327,-1,-1,-1,-1,10301,-1,189,487
1622,53,778,60,1388,10692,262,271,543
1516,79,522,54,1251,11535,-1,201,492
1604,57,1166,56,1291,10934,-1,320,419
1223,-1,-1,63,1453,9042,222,337,485
1200,69,1205,-1,-1,9231,226,271,542
1070,-1,-1,59,1474,8844,268,268,572
1382,59,581,64,1466,8856,224,216,-1
1708,78,758,60,1433,9360,237,187,-1
1393,44,742,55,1576,3317,254,194,459
1224,58,311,56,1550,10270,208,249,467
1594,-1,-1,68,1508,8134,235,272,-1
1326,-1,-1,56,1285,10393,248,190,-1
1410,41,586,58,1174,11162,223,204,500
1295,60,570,64,1660,16006,261,194,508
1016,54,658,58,1444,10059,266,321,574
931,-1,-1,59,1476,12060,281,274,396
1381,40,983,-1,-1,8730,232,257,437
1535,-1,-1,-1,-1,11039,223,178,582
924,58,868,45,1284,13886,-1,298,468
1755,56,393,56,1572,12676,232,227,564
1790,65,756,52,1526,11413,260,277,427
1628,-1,-1,64,1669,12383,293,258,421
1154,58,1039,-1,-1,9473,258,186,487
1365,74,933,62,1635,13002,-1,183,522
1302,70,857,68,1587,11982,238,269,552
1153,52,367,-1,-1,15957,243,334,554
1771,-1,-1,55,1279,8658,280,244,-1
1389,80,540,63,1335,11482,297,143,622
1420,77,1061,-1,-1,8989,236,273,502
1608,34,680,-1,-1,10984,-1,280,548
1677,-1,-1,58,1352,9356,2684,246,539
1681,87,684,58,1734,12575,-1,134,558
1233,-1,-1,66,1558,6372,198,354,-1
1569,71,517,64,1153,8511,210,185,-1
1842,52,1038,57,1809,8749,209,228,475
1118,68,819,60,1535,9072,232,266,-1
1614,-1,-1,62,1165,12630,259,292,500
1260,63,620,63,1547,16530,-1,266,547
1583,61,654,-1,-1,11023,254,273,396
1250,-1,-1,54,1284,6932,-1,277,555
1549,75,897,53,1705,13268,-1,161,-1
1167,72,670,59,1712,8518,232,340,592
1536,-1,-1,60,1697,7810,201,304,528
1354,61,1130,60,1700,13127,-1,179,-1
1295,59,561,53,1420,14353,239,269,504
1302,83,805,61,1265,10545,-1,332,547
1755,-1,-1,61,1694,10503,254,165,502
"<p style=""background-color:yellow;"">1243</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">10112</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">311</p>","<p style=""background-color:yellow;"">465</p>"
1456,67,716,60,1410,10544,-1,253,-1
1559,-1,-1,55,1459,10773,245,299,631
1316,51,892,54,1523,17390,241,284,-1
1308,72,953,58,1440,13588,257,136,-1
1661,43,477,-1,-1,8051,245,193,451
1214,54,1096,60,1296,13180,261,297,426
1325,43,712,62,1462,11459,263,248,532
1669,-1,-1,59,1544,16296,236,246,557
1430,71,606,-1,-1,12543,-1,254,402
1451,-1,-1,-1,-1,10407,-1,282,437
1256,-1,-1,69,1323,14550,271,150,479
1244,155,602,53,1204,9970,210,280,-1
1926,64,482,59,1425,12696,207,202,-1
1370,54,813,61,1276,10019,251,152,443
1307,-1,-1,57,1527,8009,238,132,-1
"<p style=""background-color:yellow;"">1602</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">294</p>","<p style=""background-color:yellow;"">1552</p>","<p style=""background-color:yellow;"">12269</p>","<p style=""background-color:yellow;"">297</p>","<p style=""background-color:yellow;"">221</p>","<p style=""background-color:yellow;"">-1</p>"
1409,60,973,67,1428,10298,195,256,-1
1590,56,647,-1,-1,11116,253,203,429
1464,46,855,58,1633,10265,-1,176,479
1211,-1,-1,60,1669,13165,-1,186,513
1463,58,771,-1,-1,10247,269,310,-1
1284,-1,-1,54,1490,10128,246,181,446
1621,66,715,-1,-1,8280,-1,250,443
1639,53,935,60,1549,8699,267,252,428
1469,-1,-1,65,1355,9908,256,240,-1
1556,73,914,55,1110,7554,272,190,535
"<p style=""background-color:yellow;"">1366</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">62</p>","<p style=""background-color:yellow;"">1386</p>","<p style=""background-color:yellow;"">14635</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">70</p>","<p style=""background-color:yellow;"">-1</p>"
1485,75,428,-1,-1,11220,-1,203,426
1685,-1,-1,57,1364,12809,241,152,463
1382,58,554,55,1350,11465,-1,231,528
1045,50,473,-1,-1,10604,189,174,587
1226,77,726,65,1389,10503,257,244,-1
1223,-1,-1,68,1579,12846,-1,271,561
1485,-1,-1,60,1502,10153,303,208,538
1818,42,848,62,1048,11263,233,89,629
"<p style=""background-color:yellow;"">932</p>","<p style=""background-color:yellow;"">63</p>","<p style=""background-color:yellow;"">603</p>","<p style=""background-color:yellow;"">76</p>","<p style=""background-color:yellow;"">1492</p>","<p style=""background-color:yellow;"">8110</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">124</p>","<p style=""background-color:yellow;"">-1</p>"
1253,66,1069,70,1387,11373,-1,95,460
1549,49,697,-1,-1,10718,-1,204,544
1313,-1,-1,63,1509,11330,213,217,541
1348,-1,-1,64,1125,12006,-1,298,-1
1060,80,677,62,1307,14678,233,385,494
1558,62,803,-1,-1,9798,264,228,532
1723,77,509,-1,-1,12184,255,278,-1
1491,-1,-1,58,1333,4192,247,384,-1
1577,69,525,61,1219,11114,-1,201,-1
1497,72,917,60,1389,9976,318,340,-1
1721,56,735,62,1389,8550,-1,315,477
1363,48,611,-1,-1,8445,235,251,405
1463,50,784,54,1278,12113,-1,298,-1
1058,62,595,63,1222,11570,-1,168,469
1442,54,675,64,1276,11197,221,284,568
1796,-1,-1,54,1774,8980,-1,207,391
"<p style=""background-color:yellow;"">1204</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">6705</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">249</p>","<p style=""background-color:yellow;"">449</p>"
1238,-1,-1,59,1596,10911,210,261,412
1316,52,728,64,1228,11542,238,324,491
1601,-1,-1,60,1153,10067,229,246,-1
1574,59,932,63,1352,13846,249,259,-1
1674,52,925,67,1299,13129,271,217,490
1582,46,971,-1,-1,11387,149,226,476
1441,67,925,60,1240,14412,249,247,-1
1689,86,660,70,1291,7410,240,179,452
1547,-1,-1,-1,-1,12924,-1,302,454
884,-1,-1,61,1094,11743,258,277,518
1483,49,664,-1,-1,64327,218,151,519
2104,47,584,54,1342,12589,221,298,-1
1499,-1,-1,61,1549,5989,274,251,554
"<p style=""background-color:yellow;"">1022</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">9121</p>","<p style=""background-color:yellow;"">219</p>","<p style=""background-color:yellow;"">1170</p>","<p style=""background-color:yellow;"">598</p>"
1466,55,887,53,1225,14517,231,251,-1
1533,71,835,-1,-1,8109,196,173,-1
1650,63,984,55,1652,13219,162,258,-1
1561,47,908,54,1051,11026,-1,339,569
1375,-1,-1,-1,-1,11046,-1,252,414
1708,-1,-1,66,1561,8049,-1,243,580
1718,-1,-1,60,1328,9381,221,225,505
1113,71,799,51,1434,13882,312,229,-1
1585,56,814,66,1221,10277,181,273,495
1657,44,813,-1,-1,7669,-1,150,456
"<p style=""background-color:yellow;"">1822</p>","<p style=""background-color:yellow;"">46</p>","<p style=""background-color:yellow;"">916</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">10184</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">156</p>","<p style=""background-color:yellow;"">-1</p>"
1332,71,828,63,1721,7855,303,265,512
865,60,593,60,1359,9945,196,205,583
1785,74,548,63,1366,8228,254,242,-1
1396,48,990,-1,-1,11317,247,228,559
1254,49,4517,53,1259,11550,201,254,507
1370,51,1014,61,1340,13811,-1,337,553
1795,-1,-1,53,1496,6768,277,177,418
1256,-1,-1,61,1114,10887,-1,264,417
1648,50,530,60,1281,10521,-1,242,467
1692,74,609,-1,-1,10021,-1,256,-1
1350,68,556,64,1446,8461,219,303,574
"<p style=""background-color:yellow;"">923</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">66</p>","<p style=""background-color:yellow;"">1354</p>","<p style=""background-color:yellow;"">12416</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">136</p>","<p style=""background-color:yellow;"">-1</p>"
1635,-1,-1,-1,-1,10059,-1,304,361
"<p style=""background-color:yellow;"">1290</p>","<p style=""background-color:yellow;"">69</p>","<p style=""background-color:yellow;"">768</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">12450</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">660</p>","<p style=""background-color:yellow;"">499</p>"
3298,61,618,49,1575,9429,-1,185,413
1800,69,758,66,1175,5210,-1,293,-1
"<p style=""background-color:yellow;"">1752</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">41</p>","<p style=""background-color:yellow;"">1702</p>","<p style=""background-color:yellow;"">52657</p>","<p style=""background-color:yellow;"">217</p>","<p style=""background-color:yellow;"">305</p>","<p style=""background-color:yellow;"">-1</p>"
"<p style=""background-color:yellow;"">2025</p>","<p style=""background-color:yellow;"">82</p>","<p style=""background-color:yellow;"">605</p>","<p style=""background-color:yellow;"">55</p>","<p style=""background-color:yellow;"">1740</p>","<p style=""background-color:yellow;"">2967</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">248</p>","<p style=""background-color:yellow;"">-1</p>"
1373,-1,-1,58,1270,11552,212,135,469
1275,-1,-1,66,1194,10452,241,306,549
1321,60,724,60,1150,8199,222,259,511
1261,40,846,49,1739,12204,216,205,472
1689,74,807,53,1550,12307,238,247,487
1872,-1,-1,-1,-1,11280,-1,213,371
1232,55,357,60,1220,8878,209,267,-1
1299,49,985,58,1253,9920,253,239,372
1454,58,1007,-1,-1,13124,191,172,508
1228,71,798,-1,-1,12710,262,320,482
1247,80,444,-1,-1,11946,241,322,-1
1580,59,687,66,1532,6152,-1,260,542
1218,65,747,64,1434,11318,-1,92,510
1295,60,772,59,1159,9232,218,226,-1
1399,74,767,62,1351,11126,-1,254,451
1124,59,981,72,1638,9912,-1,162,-1
1558,-1,-1,62,1471,13688,-1,265,452
1674,84,814,59,1625,13098,-1,340,-1
"<p style=""background-color:yellow;"">1279</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">17026</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">216</p>","<p style=""background-color:yellow;"">480</p>"
1295,60,542,67,1212,9196,249,249,492
1595,-1,-1,65,1584,8641,269,184,-1
1834,59,966,49,1418,11234,-1,279,511
1408,56,473,54,1642,7003,256,239,400
1405,55,854,60,1544,9398,212,264,620
1937,50,572,52,1182,11669,212,233,478
1272,55,592,-1,-1,7398,199,279,487
1406,67,612,-1,-1,11071,272,222,-1
1412,-1,-1,60,1536,11646,248,245,504
999,66,5201,58,1452,11329,296,172,-1
5804,67,794,57,1662,7893,256,239,-1
1495,56,626,56,1549,12242,-1,301,445
1415,70,816,56,1953,9613,241,280,585
1788,-1,-1,52,1405,12756,268,386,578
1213,-1,-1,57,1456,8482,217,142,570
1314,58,621,-1,-1,12857,209,300,-1
1266,60,736,56,1444,10016,222,278,2859
988,-1,-1,58,1842,9385,273,221,467
1712,-1,-1,-1,-1,12192,244,248,435
1378,45,961,-1,-1,8280,163,173,570
1650,59,969,64,1639,9618,240,146,-1
1496,51,717,-1,-1,9222,-1,316,563
1466,80,957,59,1660,5026,205,223,-1
1398,82,591,-1,-1,11775,193,276,-1
1194,78,737,65,1151,16841,275,246,493
1483,50,475,-1,-1,10115,166,240,-1
1676,83,995,62,1508,13413,216,242,602
1568,56,277,52,1437,12511,-1,211,377
1435,-1,-1,55,1401,10515,257,172,-1
1746,70,1076,-1,-1,11725,-1,207,386
1854,73,672,73,1685,10209,283,263,502
"<p style=""background-color:yellow;"">1252</p>","<p style=""background-color:yellow;"">43</p>","<p style=""background-color:yellow;"">456</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">12882</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">239</p>","<p style=""background-color:yellow;"">597</p>"
"<p style=""background-color:yellow;"">1660</p>","<p style=""background-color:yellow;"">71</p>","<p style=""background-color:yellow;"">483</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">13119</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">214</p>","<p style=""background-color:yellow;"">-1</p>"
1856,60,641,55,1750,10497,-1,236,480
"<p style=""background-color:yellow;"">1454</p>","<p style=""background-color:yellow;"">55</p>","<p style=""background-color:yellow;"">378</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">13943</p>","<p style=""background-color:yellow;"">183</p>","<p style=""background-color:yellow;"">169</p>","<p style=""background-color:yellow;"">-1</p>"
1547,53,626,59,1602,9185,259,227,-1
1599,78,714,61,1468,5841,263,316,538
1531,50,735,54,1270,7294,265,258,-1
1826,71,491,69,1600,7977,238,170,-1
934,91,513,60,1456,9141,243,216,-1
1422,223,821,48,1229,9172,234,267,-1
"<p style=""background-color:yellow;"">1791</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">14720</p>","<p style=""background-color:yellow;"">251</p>","<p style=""background-color:yellow;"">299</p>","<p style=""background-color:yellow;"">630</p>"
1209,-1,-1,69,1772,12610,234,241,461
1373,-1,-1,64,1718,10930,-1,181,-1
1580,48,777,-1,-1,16292,295,237,-1
"<p style=""background-color:yellow;"">1598</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">12867</p>","<p style=""background-color:yellow;"">2184</p>","<p style=""background-color:yellow;"">255</p>","<p style=""background-color:yellow;"">561</p>"
1910,77,770,67,1391,6728,222,214,-1
1598,53,594,61,1118,10829,284,318,513
852,-1,-1,64,1606,12752,297,304,489
1488,52,771,66,1453,7904,229,352,-1
1648,43,749,59,1313,7609,233,320,556
1234,-1,-1,-1,-1,11469,186,223,424
1404,73,472,-1,-1,15234,-1,244,395
1162,71,781,63,1156,10243,159,267,-1
1451,-1,-1,57,1490,8944,177,248,469
1659,49,375,59,1125,8806,231,225,-1
1488,47,1035,66,1658,7395,225,178,561
1417,60,604,-1,-1,12333,267,200,545
1147,74,532,-1,-1,10035,224,172,374
1317,54,655,-1,-1,13850,246,222,395
969,-1,-1,59,1426,12090,284,257,432
1588,-1,-1,60,1569,6979,226,221,578
1559,-1,-1,-1,-1,12261,268,202,519
1848,72,369,58,1616,11541,-1,275,354
1430,85,733,68,1552,7841,236,309,481
1403,56,809,57,1645,6888,289,359,-1
1461,58,618,60,1180,10170,263,279,447
1359,55,930,55,1311,9236,245,184,353
1305,-1,-1,-1,-1,12071,247,253,492
1305,57,842,61,1407,12786,-1,186,366
1648,-1,-1,54,1521,15411,-1,231,-1
1175,62,858,58,1452,13918,196,365,488
1113,61,904,55,1592,10842,271,293,-1
1637,77,823,56,1244,10071,261,221,-1
1724,-1,-1,-1,-1,11980,-1,252,415
1419,61,758,-1,-1,12855,247,236,431
1354,65,704,59,1302,10600,258,295,465
1324,-1,-1,52,1224,12285,-1,291,552
1468,-1,-1,-1,-1,12152,-1,265,454
1075,50,732,54,1751,13804,236,844,563
1544,-1,-1,60,1125,8994,-1,279,527
1108,89,611,68,1512,11348,-1,173,447
1287,53,588,58,1270,11599,254,238,615
1633,48,882,58,1216,9974,270,295,480
1529,-1,-1,56,1602,10990,-1,164,450
1480,43,256,59,970,13229,-1,236,467
1628,64,632,-1,-1,8961,229,192,-1
1471,74,520,-1,-1,13504,-1,226,431
2003,44,468,61,1181,10488,224,281,-1
1469,53,1041,56,1866,13404,-1,311,-1
1461,38,612,59,1288,12995,223,298,434
1102,57,450,-1,-1,11540,295,202,374
1422,56,7523,-1,-1,12464,293,269,464
1251,60,730,59,1550,12140,242,161,-1
1695,67,1103,62,1384,10696,174,220,-1
1272,-1,-1,64,1432,11209,-1,211,430
1388,61,728,60,1599,13503,-1,250,425
1355,59,927,57,1429,12900,241,172,-1
1533,64,763,-1,-1,11583,-1,220,-1
1310,59,1126,-1,-1,10665,-1,206,441
1324,64,784,63,1438,14821,246,269,-1
1557,60,897,58,1630,15834,251,353,493
1265,67,707,58,1547,11904,201,269,600
1476,66,786,63,1468,12733,-1,282,543
1519,63,741,60,1721,10357,283,281,443
1165,47,583,52,1649,14106,212,178,470
1937,73,558,71,1695,11065,251,101,-1
1863,-1,-1,-1,-1,10613,244,308,482
1384,-1,-1,68,716,14402,236,258,481
1568,-1,-1,-1,-1,6866,245,208,411
1022,60,869,61,1690,10837,-1,317,485
1055,63,863,68,1300,9465,212,206,522
1338,54,681,62,1622,15793,216,219,-1
1358,-1,-1,62,1355,8674,288,191,603
1581,49,2006,61,1644,12517,-1,216,492
"<p style=""background-color:yellow;"">1381</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">10069</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">129</p>","<p style=""background-color:yellow;"">465</p>"
1644,-1,-1,-1,-1,16372,229,225,528
"<p style=""background-color:yellow;"">1557</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">9619</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">289</p>","<p style=""background-color:yellow;"">-1</p>"
1513,-1,-1,59,1738,14331,202,251,499
1477,78,990,57,1224,12415,194,146,-1
1681,-1,-1,62,745,9335,-1,214,422
1131,-1,-1,-1,-1,8577,223,208,528
1498,66,677,-1,-1,7439,240,272,-1
1184,-1,-1,60,1814,9908,-1,245,482
865,62,714,60,1581,10835,-1,263,-1
1497,55,274,-1,-1,11994,192,177,713
1586,76,861,62,1497,13340,227,332,-1
1437,65,1013,65,1470,7859,-1,292,466
927,66,512,59,1402,10435,255,346,-1
1533,58,794,59,1619,13431,275,318,505
1273,67,1088,-1,-1,11569,253,236,421
1631,84,694,50,1726,11527,257,217,-1
1664,40,860,57,1252,9570,261,252,616
1364,-1,-1,-1,-1,8589,199,283,580
1543,49,514,58,1590,12411,272,307,414
1452,-1,-1,52,1600,12328,238,284,441
1437,59,677,-1,-1,15593,207,387,411
1414,55,825,51,1700,13321,231,202,467
1985,53,640,64,1366,12444,-1,312,460
1536,-1,-1,70,1494,12761,-1,346,-1
1774,59,962,56,1484,5503,252,297,421
1373,75,663,52,1562,10227,260,217,393
1535,-1,-1,60,1638,15042,229,247,392
1441,37,645,-1,-1,14335,244,282,326
1447,62,894,-1,-1,6683,-1,160,572
1952,-1,-1,64,1441,8857,200,311,388
1610,54,742,-1,-1,11768,-1,277,439
1150,41,684,63,1488,11226,264,229,431
"<p style=""background-color:yellow;"">1108</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">13683</p>","<p style=""background-color:yellow;"">222</p>","<p style=""background-color:yellow;"">268</p>","<p style=""background-color:yellow;"">-1</p>"
1602,53,856,67,1511,12340,171,202,-1
1437,-1,-1,59,1334,11908,221,101,-1
1176,60,656,-1,-1,15797,193,154,464
1390,-1,-1,60,1170,50884,237,295,-1
1474,65,932,-1,-1,9468,-1,285,511
1412,-1,-1,59,1806,13180,256,275,496
1350,66,708,-1,-1,7806,213,277,-1
1815,68,1020,-1,-1,13026,224,301,537
1919,-1,-1,-1,-1,6743,222,250,487
1815,62,462,-1,-1,12692,207,252,-1
1415,66,642,433,1409,9980,-1,224,-1
1952,51,530,60,1321,9519,263,199,-1
1495,-1,-1,-1,-1,11500,238,279,-1
"<p style=""background-color:yellow;"">1127</p>","<p style=""background-color:yellow;"">75</p>","<p style=""background-color:yellow;"">543</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">10654</p>","<p style=""background-color:yellow;"">-1</p>","<p style=""background-color:yellow;"">108</p>","<p style=""background-color:yellow;"">-1</p>"
1309,57,800,61,1585,71352,236,294,429
1587,-1,-1,61,1507,16000,209,312,524
1548,-1,-1,66,1450,10924,202,198,467
1576,70,793,49,1343,12544,-1,210,535
1373,-1,-1,-1,-1,9403,182,294,537
1679,-1,-1,65,1419,11941,1010,210,420
1244,63,824,68,1300,10202,181,191,498
1076,-1,-1,63,1610,9715,-1,204,577
1715,58,918,62,1213,9957,264,181,457
1645,-1,-1,61,1620,11194,-1,238,529
1462,43,3351,61,1360,9983,249,164,446
1093,60,768,53,1533,10430,237,207,-1
1625,60,681,-1,-1,9775,225,280,460
1209,43,622,-1,-1,14677,-1,269,495
1190,62,860,-1,-1,10023,198,223,605
1561,-1,-1,59,1366,10973,-1,275,-1
1206,63,717,-1,-1,10636,-1,250,-1
1423,74,536,70,1791,12165,229,192,481
